day,operate,price,investment,total_balance
1,buy,533.4413625001907,0.0,9466.55863749981
2,buy,529.8046953217006,0.0,8936.75394217811
3,buy,524.7511522834898,0.0,8412.00278989462
4,buy,523.9072261711979,0.0,7888.095563723421
5,buy,520.0970325171947,0.0,7367.998531206226
6,buy,522.1566625656271,0.0,6845.841868640599
7,buy,524.1775690297509,0.0,6321.6642996108485
11,buy,511.92340484619143,0.0,5809.740894764657
12,buy,522.0177316603732,0.0,5287.723163104284
13,buy,523.5394187856293,0.0,4764.183744318655
15,buy,510.10254586493136,0.0,4254.081198453724
16,buy,521.0464400935173,0.0,3733.034758360207
17,sell,521.8126089305674,-2.179949735266199,4254.847367290775
19,buy,517.911516110233,0.0,3736.9358511805417
20,sell,522.4469267968822,-1.3887699731220284,4259.382777977424
21,buy,516.912709414959,0.0,3742.470068562465
22,buy,519.8839052198028,0.0,3222.586163342662
23,buy,525.4800184834004,0.0,2697.106144859262
25,buy,522.0185360145568,0.0,2175.087608844705
26,sell,537.1151036393154,2.3561551607887035,2712.20271248402
27,sell,539.3896587714755,2.955185923550985,3251.592371255496
29,buy,528.0748495250916,0.0,2723.517521730404
30,sell,530.4614413249492,1.9927836845352103,3253.9789630553532
31,sell,526.4051309615016,0.8136386453444024,3780.3840940168548
33,buy,511.81634674310686,0.0,3268.567747273748
34,sell,512.3781159696031,-2.2510412038402405,3780.945863243351
35,buy,516.6421734444332,0.0,3264.3036897989177
37,buy,521.151377599721,0.0,2743.152312199197
39,buy,519.1788475736976,0.0,2223.973464625499
41,buy,518.6075615355157,0.0,1705.3659030899835
42,buy,520.9957651980507,0.0,1184.3701378919327
43,buy,527.6512899202752,0.0,656.7188479716575
45,sell,531.0936634539593,3.744751348793592,1187.8125114256168
47,buy,525.4520575702262,0.0,662.3604538553906
48,sell,537.3813769253563,2.9431270880619755,1199.741830780747
49,sell,540.1211034618759,3.167227544147197,1739.862934242623
50,sell,564.1411029088498,10.59366542707418,2304.004037151473
51,sell,573.5039118998695,10.067715230323271,2877.5079490513426
52,sell,572.8670392893648,10.610986909863374,3450.374988340707
53,sell,576.3445258252859,11.497456984099271,4026.719514165993
55,sell,563.6315878028679,8.414894583930018,4590.351101968861
56,sell,550.23035281914,4.7100429065166125,5140.581454788001
57,sell,547.2408397846317,4.831687388466896,5687.822294572633
58,sell,555.030700731107,5.104551226072843,6242.85299530374
60,sell,549.6428339814436,7.390636793654962,6792.495829285183
61,sell,552.6841070349193,6.976188829145702,7345.179936320103
62,sell,556.5802475333905,6.798191745524146,7901.760183853493
63,sell,548.2820701035571,5.6056256270587586,8450.04225395705
64,buy,547.9254578632152,0.0,7902.116796093835
65,buy,544.3977343802584,0.0,7357.719061713577
66,buy,540.975469681524,0.0,6816.743592032052
67,buy,535.0839630843723,0.0,6281.65962894768
68,buy,529.5511513280868,0.0,5752.108477619593
69,sell,536.6858903454995,3.4859362166754106,6288.7943679650925
71,sell,533.0588497509932,2.315390135341483,6821.853217716086
72,sell,527.8964865475926,0.04646944525701861,7349.749704263679
74,sell,538.9748688407564,2.573557582600739,7888.724573104435
76,sell,546.2699672877789,-0.3021379188863411,8434.994540392214
77,sell,556.5509674113715,2.232418003162404,8991.545507803585
79,sell,558.1958320352296,3.1832057678776686,9549.741339838814
80,sell,558.2617921961833,4.331624700207337,10108.003132034997
82,buy,537.7075611643266,0.0,9570.29557087067
83,sell,532.706163972205,0.5957899697140832,10103.001734842876
84,sell,519.3752489471365,-3.4093461839171932,10622.376983790013
86,buy,512.3168351645588,0.0,10110.060148625455
87,sell,512.3837338531375,0.01305806953566445,10622.443882478592
90,buy,509.662730503726,0.0,10112.781151974867
91,buy,510.81422271393535,0.0,9601.96692926093
92,buy,507.0792730128551,0.0,9094.887656248076
93,buy,503.88992362976074,0.0,8590.997732618316
94,buy,505.20973631141067,0.0,8085.787996306905
96,buy,504.18805744886396,0.0,7581.599938858041
98,sell,505.7779434012638,-0.7622270317122501,8087.377882259305
99,sell,508.89913542608855,-0.37490876383042365,8596.277017685394
101,sell,502.2353133384132,-0.9552667466885523,9098.512331023807
102,sell,505.0678555516172,0.23376770731417537,9603.580186575424
104,buy,501.18804829955576,0.0,9102.392138275867
106,sell,498.85986797878144,-1.2568776641143702,9601.252006254648
108,buy,485.3366473388672,0.0,9115.915358915781
109,buy,485.75547655115724,0.0,8630.159882364624
110,buy,491.5795359454143,0.0,8138.5803464192095
112,buy,470.3519575430358,0.0,7668.228388876174
113,buy,472.8653038402533,0.0,7195.36308503592
114,buy,467.60091916661855,0.0,6727.7621658693015
115,buy,465.1131775724888,0.0,6262.648988296813
116,buy,461.61771765002254,0.0,5801.03127064679
118,buy,443.5919287490845,0.0,5357.439341897706
119,buy,434.8635498297215,0.0,4922.575792067984
120,buy,437.66785036521077,0.0,4484.907941702773
122,buy,444.6414011230886,0.0,4040.2665405796847
123,sell,451.10928095095517,-10.52757512077568,4491.37582153064
124,buy,458.3065779442775,0.0,4033.069243586362
125,buy,458.56116352643824,0.0,3574.508080059924
126,buy,462.78444384890554,0.0,3111.7236362110184
127,buy,457.7977192604542,0.0,2653.925916950564
128,sell,447.6758130539465,-10.677077282103392,3101.6017300045105
129,buy,451.9010612564802,0.0,2649.7006687480302
130,buy,448.628732551142,0.0,2201.071936196888
131,sell,462.8661004358232,-4.6298887640674655,2663.9380366327114
134,sell,470.0774275164449,-3.227559912659307,3134.0154641491563
135,buy,472.6981538457616,0.0,2661.3173103033946
136,sell,486.1530464268279,-1.1038884090547139,3147.4703567302226
