day,operate,price,investment,total_balance
5,buy,136.38341117430687,0.0,9863.616588825693
6,buy,137.30010990142821,0.0,9726.316478924264
7,buy,135.72537159442902,0.0,9590.591107329834
8,buy,138.68769401311874,0.0,9451.903413316715
9,buy,139.10710515260695,0.0,9312.796308164108
10,sell,140.79029083690165,3.2312431729416833,9453.58659900101
11,sell,145.72716190338133,6.137687732371914,9599.313760904392
13,sell,143.08264853954316,5.420708640311524,9742.396409443934
14,sell,139.46804210543633,0.5626657057574023,9881.86445154937
15,buy,135.7385293127166,0.0,9746.125922236653
17,sell,138.06009864091874,-0.7526621379544883,9884.186020877572
19,buy,132.72026681900024,0.0,9751.465754058572
20,buy,131.11155406355857,0.0,9620.354199995014
21,buy,129.6337215578556,0.0,9490.720478437159
22,buy,131.4341651475191,0.0,9359.28631328964
24,sell,140.50334722161293,3.5102913911193703,9499.789660511253
25,sell,141.07041913032532,6.291542739823415,9640.860079641578
26,sell,140.79604848679662,7.386453842613538,9781.656128128374
27,sell,137.87219006327587,6.355189380059126,9919.52831819165
29,buy,135.27419960726738,0.0,9784.254118584382
30,buy,139.43605330467224,0.0,9644.81806527971
33,buy,141.5519568490982,0.0,9503.266108430611
34,buy,141.5955627691746,0.0,9361.670545661436
35,sell,137.41771721482277,4.552508901005947,9499.08826287626
36,sell,134.75682457208632,-0.38246394115294846,9633.845087448346
37,buy,133.30896867844461,0.0,9500.536118769902
38,buy,137.87332616946102,0.0,9362.66279260044
39,sell,135.2011242747867,-3.0371836619845225,9497.863916875227
40,sell,139.4144336407578,-1.5100626341881622,9637.278350515984
42,sell,148.93719435879743,5.184930548700154,9786.215544874782
44,sell,144.46612187147142,8.369394275293688,9930.681666746254
45,buy,119.95744265794754,0.0,9810.724224088306
46,buy,130.670202996583,0.0,9680.054021091722
48,buy,126.2829184949398,0.0,9553.771102596782
49,buy,121.67469624638557,0.0,9432.096406350396
50,buy,118.24967629432678,0.0,9313.84673005607
51,buy,120.29331352114679,0.0,9193.553416534924
52,buy,126.57285049438477,0.0,9066.980566040538
54,sell,131.66287533760072,-4.504461453426454,9198.643441378139
56,sell,134.6203109741211,12.22339188905851,9333.26375235226
60,buy,141.14000385604382,0.0,9192.123748496217
62,buy,141.82755929350856,0.0,9050.296189202709
64,buy,131.8752396965027,0.0,8918.420949506206
65,sell,128.1831127667427,-1.9033338686290355,9046.604062272949
66,sell,132.88568467140198,5.228550507982394,9179.489746944351
67,sell,121.61444041728974,-0.04952207069726938,9301.104187361641
68,buy,126.45942167758942,0.0,9174.644765684052
69,buy,115.48499198117017,0.0,9059.159773702882
70,buy,117.45645920634269,0.0,8941.703314496539
71,buy,118.80245822668076,0.0,8822.900856269858
72,buy,112.0135008740425,0.0,8710.887355395816
73,buy,114.18816594958305,0.0,8596.699189446234
74,buy,108.43669979095459,0.0,8488.262489655279
75,buy,110.29780264854432,0.0,8377.964687006735
76,buy,117.41761166095733,0.0,8260.547075345778
78,sell,123.46789640784264,4.412883212066959,8384.01497175362
80,buy,117.14007855892181,0.0,8266.8748931947
82,buy,120.27111171483993,0.0,8146.603781479859
84,buy,123.18114335775375,0.0,8023.422638122105
86,buy,115.42279895782471,0.0,7907.99983916428
87,buy,113.06507820725442,0.0,7794.934760957026
88,buy,111.28993388652802,0.0,7683.644827070498
89,buy,110.01404470682144,0.0,7573.630782363676
90,buy,111.8463026046753,0.0,7461.7844797590005
91,buy,112.15394748687744,0.0,7349.630532272123
92,buy,103.42961637973785,0.0,7246.200915892385
93,buy,95.8469234740734,0.0,7150.3539924183115
94,buy,99.25421395778656,0.0,7051.099778460525
95,buy,97.91527293920517,0.0,6953.18450552132
96,buy,116.25887225747108,0.0,6836.925633263849
98,buy,112.81903218507767,0.0,6724.106601078771
99,buy,112.59609085202216,0.0,6611.510510226749
101,buy,106.26225264430046,0.0,6505.248257582449
103,buy,98.5441344499588,0.0,6406.70412313249
104,buy,100.55274760127068,0.0,6306.15137553122
105,buy,104.42866384506225,0.0,6201.722711686158
106,buy,108.20067246794702,0.0,6093.522039218211
108,buy,110.50771293640138,0.0,5983.014326281809
109,buy,110.79020891017271,0.0,5872.224117371637
110,buy,110.70109206676483,0.0,5761.523025304872
112,buy,116.38093703985214,0.0,5645.14208826502
114,buy,115.40815797805787,0.0,5529.733930286962
115,sell,118.98092385857987,-1.090991364483617,5648.714854145542
116,buy,119.29437589883804,0.0,5529.420478246704
117,buy,118.55675830841065,0.0,5410.863719938294
118,buy,124.98974883556366,0.0,5285.87397110273
119,sell,131.9993793806875,4.287277141272456,5417.873350483417
120,sell,137.44939561843873,-2.614856268084942,5555.322746101856
121,sell,136.88811403274536,-3.482711882914897,5692.210860134602
122,sell,137.4215938879788,4.205758567143053,5829.6324540225805
123,sell,137.55652910533786,8.775231833687107,5967.188983127919
124,sell,136.32106395244597,18.042233552454263,6103.5100470803645
125,sell,133.66484739780427,13.799486465863362,6237.174894478168
126,sell,134.6948689699173,13.377173318175853,6371.869763448086
127,sell,133.10966758862256,18.833592870472255,6504.979431036709
128,sell,137.34675633907318,20.281077462716436,6642.326187375782
129,sell,136.61321822881698,25.984300972070685,6778.9394056045985
130,sell,141.01282874941825,27.847359932223725,6919.952234354017
131,sell,136.90917936325073,16.600207947147812,7056.861413717267
132,sell,139.1932419848442,18.826317770334757,7196.054655702112
133,sell,143.0767871928215,18.961889644832848,7339.131442894934
134,sell,143.7715427970886,16.71554499176418,7482.902985692022
135,sell,141.7983335601902,22.851234626534282,7624.701319252213
136,sell,143.53070162773133,26.945210584502295,7768.232020879944
