day,operate,price,investment,total_balance
0,buy,233.8733171224594,0.0,9766.12668287754
1,buy,233.48027705264425,0.0,9532.646405824897
2,buy,236.11112798090815,0.0,9296.535277843988
4,buy,239.2284008932114,0.0,9057.306876950777
6,buy,243.04011138634445,0.0,8814.266765564433
8,buy,246.34020481109619,0.0,8567.926560753336
9,buy,249.10328029521466,0.0,8318.823280458122
11,buy,250.14682674663305,0.0,8068.676453711489
13,buy,263.1823993905319,0.0,7805.494054320957
14,sell,263.75601026999476,12.777299058826937,8069.250064590951
15,buy,265.85728571891786,0.0,7803.392778872034
16,buy,273.6745477970052,0.0,7529.718231075029
18,buy,272.2968748064506,0.0,7257.421356268578
20,buy,264.38915011134264,0.0,6993.032206157235
21,buy,265.3274973055029,0.0,6727.704708851732
23,buy,271.833416908473,0.0,6455.871291943259
25,buy,274.29907318679454,0.0,6181.572218756464
28,sell,285.65178458380103,22.34514546142728,6467.224003340265
30,buy,286.40617778778073,0.0,6180.8178255524845
33,buy,288.889157943933,0.0,5891.928667608551
35,buy,283.4767724215984,0.0,5608.451895186953
37,buy,287.8057454573152,0.0,5320.646149729638
38,sell,296.11514227747915,25.413463062792573,5616.761292007117
40,buy,292.06767477750776,0.0,5324.693617229609
42,buy,299.6961527301693,0.0,5024.99746449944
45,sell,310.317658752203,29.716061133863857,5335.315123251643
47,buy,313.6924840100832,0.0,5021.62263924156
48,sell,317.75822335483434,30.743119537875607,5339.380862596395
50,buy,296.0659577919138,0.0,5043.314904804481
52,buy,296.46704149961477,0.0,4746.847863304866
55,sell,328.0377994710565,33.164539553179864,5074.885662775922
57,buy,324.9319419141221,0.0,4749.9537208618
59,buy,315.0169212567806,0.0,4434.93679960502
60,sell,312.39671045852066,25.408509309189487,4747.33351006354
61,sell,318.07951372146607,27.15712522055704,5065.413023785007
62,sell,314.0035926165521,19.310255299636328,5379.416616401559
64,sell,306.83606204428554,15.413824832580733,5686.252678445844
66,sell,307.3119947826862,12.291039578379504,5993.56467322853
68,buy,295.46045420285583,0.0,5698.104219025675
69,sell,286.22864203352356,5.11638895487717,5984.332861059198
70,buy,284.4185410439968,0.0,5699.914320015201
71,buy,291.12026023397686,0.0,5408.794059781224
73,sell,295.51016718766687,11.770913088989534,5704.30422696889
75,buy,286.7643384337425,0.0,5417.539888535148
76,sell,291.5575041557622,9.885898414839984,5709.09739269091
77,buy,299.35123806604383,0.0,5409.746154624866
78,sell,296.4645903198695,9.06112783760132,5706.210744944736
80,buy,297.3725254535675,0.0,5408.838219491168
82,sell,299.8674521400499,9.321350836589813,5708.705671631218
83,sell,299.22953062692045,4.477331089080583,6007.935202258139
84,buy,298.3147956497312,0.0,5709.620406608407
85,buy,307.908601398468,0.0,5401.7118052099395
87,buy,305.5194822284596,0.0,5096.19232298148
88,sell,312.2700411319733,8.093375104294498,5408.462364113453
89,buy,300.92686535000803,0.0,5107.5354987634455
90,buy,303.2456458474445,0.0,4804.289852916001
92,sell,300.4892558557284,6.001367691892696,5104.77910877173
94,sell,300.0178421313919,4.243173344115148,5404.796950903122
95,buy,301.8302453559637,0.0,5102.966705547158
97,sell,298.84596349267,2.3207938777633808,5401.8126690398285
99,buy,301.31876822758915,0.0,5100.493900812239
100,sell,307.8381338410902,2.7167452891033776,5408.332034653329
102,buy,306.3659235284531,0.0,5101.966111124876
103,sell,305.4511761686862,-2.6271932741404562,5407.417287293562
104,buy,316.0205699177813,0.0,5091.396717375781
105,sell,318.87669923994184,7.704614748062427,5410.273416615722
106,sell,322.3014700698852,8.714098012241953,5732.574886685607
107,sell,328.24425369198804,1.0193863239032903,6060.819140377595
109,sell,315.2477202117443,0.07326557381200384,6376.06686058934
112,sell,317.9064824867249,7.596965334812005,6693.973343076064
113,sell,313.808100335598,10.3332079490046,7007.781443411663
114,buy,309.7152851193416,0.0,6698.066158292321
116,sell,313.78772940417764,7.7862905013834,7011.8538876964985
118,buy,289.62597287384034,0.0,6722.227914822658
119,buy,298.1072921032238,0.0,6424.120622719434
122,sell,313.06709601443646,9.172255422119456,6737.1877187338705
124,buy,315.5290028493154,0.0,6421.658715884555
126,sell,319.5070880158973,6.733177413953642,6741.165803900452
127,sell,320.3698804330825,7.73351705724606,7061.535684333535
128,sell,321.08962744148965,7.6344962180487075,7382.625311775025
129,sell,329.4364573900545,6.9916383932799056,7712.06176916508
131,sell,337.24200189709666,10.383141342494087,8049.303771062177
133,buy,335.3843996417522,0.0,7713.919371420425
134,sell,336.3472812595428,11.770439926770008,8050.266652679968
135,buy,341.4044332432747,0.0,7708.862219436693
136,sell,338.4830536580372,11.620086980018755,8047.34527309473
137,sell,343.0791386095941,13.666255747492597,8390.424411704324
138,sell,339.878015866853,12.79682904124301,8730.302427571176
141,sell,334.0156912499154,9.025079357069679,9064.318118821091
142,sell,328.78183845823884,4.0381132607214845,9393.09995727933
143,sell,326.2783027699816,5.347820545653028,9719.378260049312
144,sell,321.2895614027075,10.932579082836485,10040.66782145202
147,sell,327.3146128416061,9.797586812559034,10367.982434293626
149,sell,325.76850505828855,3.245185740932706,10693.750939351914
152,sell,333.8348719136095,-0.4620154455001129,11027.585811265524
154,buy,345.54639696598053,0.0,10682.039414299543
155,sell,351.43780766676184,2.938852998530825,11033.477221966305
157,sell,355.4388848635845,2.8628537251331583,11388.916106829889
159,buy,356.4516079521835,0.0,11032.464498877705
