day,operate,price,investment,total_balance
7,buy,293.06317967170736,0.0,9706.936820328292
8,sell,294.57474219986494,0.5157804299574079,10001.511562528158
12,buy,284.6771067668867,0.0,9716.83445576127
13,sell,285.2287856320569,0.1937910889413132,10002.063241393327
14,buy,284.1490868710405,0.0,9717.914154522286
16,buy,287.16734680831433,0.0,9430.746807713973
17,buy,289.23272836327556,0.0,9141.514079350698
18,buy,287.77971140957413,0.0,8853.734367941124
19,buy,283.9176832011473,0.0,8569.816684739977
20,buy,281.2956527285284,0.0,8288.52103201145
21,buy,285.1842082393169,0.0,8003.336823772132
22,buy,286.20958266393006,0.0,7717.127241108203
23,buy,288.01718117003145,0.0,7429.110059938172
25,buy,287.9500864028931,0.0,7141.159973535278
30,buy,292.91384666256425,0.0,6848.246126872714
31,buy,289.55055908262733,0.0,6558.695567790087
32,sell,288.74704528693843,1.6181499882787616,6847.442613077025
33,sell,290.9635851217264,1.32196029792554,7138.406198198752
34,sell,291.4075285910982,0.751920517477222,7429.81372678985
35,sell,294.1311277884245,2.207041055027996,7723.944854578274
36,sell,298.0578604567051,4.980379205736147,8022.00271503498
38,sell,296.5190525915086,5.411885934004088,8318.521767626487
39,sell,294.5203077378738,3.273708441360248,8613.042075364361
40,sell,291.6836026569003,1.9125914450592914,8904.725678021261
41,sell,294.04774288951097,2.093820130792603,9198.773420910771
43,sell,295.1129550802666,2.4875382976448925,9493.886375991038
44,buy,294.6915072226525,0.0,9199.194868768385
45,sell,294.39690742611884,0.5063129587257346,9493.591776194504
46,sell,294.12697813646133,1.5805250275921783,9787.718754330965
47,sell,293.2603283532012,-0.48565324563967427,10080.979082684165
49,buy,296.5519703114033,0.0,9784.427112372761
50,sell,295.030089497385,-0.5131919415069783,10079.457201870146
52,buy,291.79207622490765,0.0,9787.665125645239
53,sell,291.19535695016384,-0.20450153495047796,10078.860482595403
58,buy,289.12323136210443,0.0,9789.737251233299
59,sell,290.52949211249773,0.4863880165451209,10080.266743345795
65,buy,288.19030115365985,0.0,9792.076442192136
66,sell,288.40396353542803,0.07413933810849019,10080.480405727563
67,buy,287.9207215278476,0.0,9792.559684199716
68,buy,285.05153329567196,0.0,9507.508150904045
70,sell,281.45051205874796,-2.2472191076646237,9788.958662962792
71,sell,279.78479313238466,-1.8476449161297186,10068.743456095177
72,buy,280.0875192284584,0.0,9788.655936866719
73,sell,281.6779336977005,0.5678276824412306,10070.333870564418
74,buy,282.1879768059182,0.0,9788.1458937585
76,buy,283.584067256723,0.0,9504.561826501777
77,buy,283.52152480781075,0.0,9221.040301693965
78,sell,284.1961948689037,0.7116596836323477,9505.23649656287
79,buy,281.1357625893551,0.0,9224.100733973515
80,sell,280.9456934118271,-0.9303674463866978,9505.046427385343
81,buy,279.1869555568695,0.0,9225.859471828473
82,sell,275.4830466938019,-2.8352267502292303,9501.342518522275
83,sell,278.3873242111969,-0.9776196215110288,9779.729842733472
84,buy,279.2826102471352,0.0,9500.447232486336
85,sell,279.83057858314993,0.23053477731315594,9780.277811069487
87,sell,281.87999594106316,0.9300205593286095,10062.15780701055
89,buy,278.38858430431964,0.0,9783.76922270623
90,sell,277.9029813051224,-0.1744335172402008,10061.672204011353
92,buy,277.43188547566535,0.0,9784.240318535687
93,sell,271.4716071844101,-2.148375368258828,10055.711925720097
94,buy,272.49495861768725,0.0,9783.21696710241
95,sell,270.0767429232597,-0.8874350214384414,10053.29371002567
98,buy,265.9603363215923,0.0,9787.333373704078
100,buy,258.16541814804077,0.0,9529.167955556037
101,buy,254.9282362461722,0.0,9274.239719309864
102,buy,256.28068921923636,0.0,9017.959030090627
103,buy,252.7254330575466,0.0,8765.23359703308
104,buy,248.7440116095543,0.0,8516.489585423526
105,buy,250.47319244384764,0.0,8266.016392979678
106,buy,252.10545822143555,0.0,8013.910934758243
107,buy,251.5316404724121,0.0,7762.379294285831
108,buy,246.81981097698213,0.0,7515.559483308849
109,buy,248.98389314889909,0.0,7266.57559015995
110,buy,250.65865949630737,0.0,7015.916930663642
111,buy,251.90010149240493,0.0,6764.016829171237
112,buy,256.8463177924926,0.0,6507.170511378745
113,buy,259.2458552384376,0.0,6247.924656140307
114,buy,259.01534024950024,0.0,5988.909315890807
115,buy,255.68216314911842,0.0,5733.227152741689
116,buy,258.2490049475074,0.0,5474.9781477941815
117,buy,259.0444497130408,0.0,5215.93369808114
118,buy,256.86361491680145,0.0,4959.070083164339
119,buy,256.8089019214976,0.0,4702.261181242841
120,buy,261.24698792817475,0.0,4441.014193314667
121,buy,263.299840841006,0.0,4177.714352473661
122,buy,263.113178203106,0.0,3914.601174270555
126,sell,269.81372848787066,1.448859713284064,4184.414902758425
127,sell,268.6028564792776,4.042926587964481,4453.017759237703
128,sell,267.9942671477795,5.12537610348901,4721.012026385482
129,buy,268.85531432983754,0.0,4452.156712055645
130,sell,270.2426191104615,5.447905549872047,4722.399331166106
131,sell,272.51421758502124,7.830151594979617,4994.913548751128
133,sell,277.0989568090439,11.399247369218068,5272.012505560171
134,sell,276.6863906979561,10.4654705752533,5548.698896258127
135,sell,279.9447638814319,11.042722302166046,5828.643660139559
138,sell,283.34081882045746,12.646193651145914,6111.9844789600165
140,sell,282.80650242690325,14.580147074692137,6394.79098138692
141,sell,281.0496812725067,12.878659626561223,6675.840662659427
142,sell,282.47083503723144,12.691432885203282,6958.311497696658
