day,operate,price,investment,total_balance
4,buy,168.5244236767292,0.0,9831.475576323272
5,buy,167.6966083931923,0.0,9663.778967930079
6,buy,166.71373950958252,0.0,9497.065228420495
7,buy,165.0238001346588,0.0,9332.041428285836
8,buy,165.40620597839356,0.0,9166.635222307443
9,buy,164.36913888454438,0.0,9002.2660834229
10,buy,162.87386144399642,0.0,8839.392221978902
11,buy,162.73571392774582,0.0,8676.656508051155
12,buy,162.01506390094755,0.0,8514.641444150207
13,buy,161.43940338134766,0.0,8353.20204076886
14,buy,162.3432576751709,0.0,8190.8587830936885
15,buy,162.0721026611328,0.0,8028.786680432556
17,buy,165.01442240640523,0.0,7863.772258026151
18,buy,164.74134542068958,0.0,7699.030912605461
19,buy,162.6316142462331,0.0,7536.399298359228
20,buy,161.4594187706709,0.0,7374.939879588557
21,buy,162.44673592567446,0.0,7212.493143662883
24,buy,162.00461792787493,0.0,7050.488525735008
28,buy,164.91064537763597,0.0,6885.577880357372
29,buy,165.56689634799957,0.0,6720.010984009373
32,buy,166.94094616975428,0.0,6553.070037839619
33,buy,169.01526484251022,0.0,6384.054772997109
34,buy,167.7369184088707,0.0,6216.317854588237
35,sell,169.9121742641926,0.8234714928474876,6386.23002885243
36,sell,173.69483051776885,3.5768297176963406,6559.924859370199
37,sell,171.62687215839387,2.9470472339377523,6731.551731528592
38,sell,171.22972706464125,3.760625391560748,6902.781458593234
39,sell,171.49261665344238,3.6796749185117466,7074.274075246676
40,sell,170.10066803193678,3.4869861741006716,7244.374743278613
41,sell,171.17981749773026,5.099624936804123,7415.554560776343
42,sell,170.23379842758177,4.60752241709222,7585.788359203925
43,sell,169.161677613616,4.4110797728276285,7754.950036817541
44,sell,168.3089853823185,4.255207747976931,7923.25902219986
45,sell,168.56454122543335,3.8321785821931007,8091.823563425293
46,sell,167.80130700269459,3.534972550791582,8259.624870427988
47,sell,166.68432158231735,1.0119716516653408,8426.309192010305
48,sell,166.8063162088394,1.2534623793903321,8593.115508219145
49,sell,172.0401967818141,5.785211306662605,8765.15570500096
50,sell,172.58819341421128,6.892614087349798,8937.74389841517
51,sell,172.0096143960953,5.886777851169756,9109.753512811265
52,sell,171.99171835184097,6.16470107562757,9281.745231163106
53,sell,165.2167676639557,0.18562918459188463,9446.961998827062
54,sell,164.27768534779548,-0.7786647141674631,9611.239684174858
55,sell,163.2769280385971,-2.1947989485044688,9774.516612213454
56,sell,164.0888831139612,-2.9147555004214913,9938.605495327416
59,buy,161.0690419626236,0.0,9777.536453364792
61,buy,161.26949161291122,0.0,9616.26696175188
65,buy,160.8095287144184,0.0,9455.457433037462
66,buy,160.62429147124288,0.0,9294.83314156622
67,buy,158.89183783471583,0.0,9135.941303731504
68,buy,159.96649618187095,0.0,8975.974807549634
69,buy,158.46310568235398,0.0,8817.511701867279
70,buy,158.87138253092766,0.0,8658.640319336351
72,buy,158.1832905471325,0.0,8500.457028789218
73,buy,158.46001499652863,0.0,8341.99701379269
74,buy,157.38377702713012,0.0,8184.61323676556
75,buy,158.46600897550584,0.0,8026.147227790054
76,buy,158.10065860033035,0.0,7868.046569189723
78,buy,158.83372817277908,0.0,7709.212841016944
79,buy,156.95590682029723,0.0,7552.256934196647
80,buy,157.14136947322507,0.0,7395.115564723422
81,buy,157.1149477943008,0.0,7238.000616929121
82,buy,156.00610774755478,0.0,7081.994509181566
83,buy,156.8857188965738,0.0,6925.108790284992
84,buy,156.4003529191017,0.0,6768.708437365891
85,buy,157.4128862428665,0.0,6611.295551123025
86,buy,158.5446774852276,0.0,6452.750873637797
88,buy,160.3860230570936,0.0,6292.364850580703
89,sell,160.56935953140257,-4.273095598427951,6452.934210112106
90,buy,159.95622758746148,0.0,6292.977982524644
92,sell,160.24230474782718,-0.5132812641850008,6453.220287272471
93,buy,157.71554533198,0.0,6295.504741940491
94,buy,156.72970122933387,0.0,6138.775040711157
95,buy,157.4546442747116,0.0,5981.320396436446
96,buy,156.0060814211619,0.0,5825.314315015284
97,buy,154.77929316997526,0.0,5670.535021845309
98,buy,154.82962527751923,0.0,5515.70539656779
99,buy,152.79535862445832,0.0,5362.910037943331
101,buy,152.8321256351471,0.0,5210.077912308184
102,buy,154.1871157562518,0.0,5055.890796551932
104,buy,155.5713769340515,0.0,4900.31941961788
105,buy,157.56149393558502,0.0,4742.7579256822955
107,buy,156.67952305724265,0.0,4586.078402625053
108,buy,155.0251151009541,0.0,4431.053287524099
110,buy,159.88340595245361,0.0,4271.169881571645
112,sell,159.14434914359475,-1.3177585221247967,4430.31423071524
114,sell,156.72688110589982,-2.5388095103300485,4587.0411118211405
115,buy,156.13947743685367,0.0,4430.901634384287
116,buy,154.8438082230091,0.0,4276.057826161277
120,buy,163.08284890651703,0.0,4112.97497725476
121,buy,164.62029920935632,0.0,3948.354678045404
122,sell,164.27365678263916,2.2719884258911356,4112.628334828043
123,sell,167.02661394177318,5.119694137794159,4279.654948769817
124,sell,168.24022875308992,5.17216590267271,4447.895177522907
125,sell,169.2825552201271,6.8277404328179525,4617.1777327430345
126,sell,169.36518864631654,6.605221121775054,4786.542921389351
127,sell,170.22337603211403,7.611477447040506,4956.766297421465
128,sell,169.979069255682,7.269375974377961,5126.745366677147
129,sell,171.71172365427017,9.103826898670867,5298.457090331417
130,sell,171.65440781235694,8.322541169626875,5470.111498143774
131,sell,172.1336796283722,8.87600415600832,5642.245177772146
132,sell,171.19024181365967,7.77952754936231,5813.435419585806
133,sell,171.48559548377992,9.257178629229989,5984.921015069586
134,sell,170.62315145730975,8.579397029107477,6155.544166526896
