day,operate,price,investment,total_balance
5,buy,167.6331743377447,0.0,9832.366825662255
6,buy,166.62310152053834,0.0,9665.743724141717
7,buy,164.90439623594284,0.0,9500.839327905775
8,buy,165.2562632417679,0.0,9335.583064664006
9,buy,164.1986615896225,0.0,9171.384403074384
10,buy,162.68089923620224,0.0,9008.703503838182
11,buy,162.51942639350892,0.0,8846.184077444674
12,buy,161.7765455675125,0.0,8684.407531877161
13,buy,161.1800051879883,0.0,8523.227526689172
14,buy,162.06363507270814,0.0,8361.163891616465
15,buy,161.8110670852661,0.0,8199.352824531199
16,buy,162.67969431877137,0.0,8036.673130212428
17,buy,164.82961293933036,0.0,7871.843517273098
18,buy,164.59839649128557,0.0,7707.245120781812
20,buy,161.39212077856064,0.0,7545.8530000032515
21,buy,162.41299352407458,0.0,7383.440006479177
22,buy,162.50557935999095,0.0,7220.934427119186
23,buy,162.7411688798666,0.0,7058.193258239319
24,buy,161.94239520484388,0.0,6896.2508630344755
25,buy,162.27360412359238,0.0,6733.977258910883
26,buy,164.06522208452225,0.0,6569.912036826361
27,buy,164.9135341951027,0.0,6404.998502631259
30,buy,166.83836005032063,0.0,6238.160142580939
31,sell,165.53171804487707,-1.2536040680310945,6403.691860625816
32,sell,166.69135120649338,0.04096051827880885,6570.383211832309
33,sell,168.74270731329918,2.327597786941069,6739.125919145608
35,sell,169.59445152163508,2.6251279042419506,6908.7203706672435
36,sell,173.39435480237006,5.600346022143662,7082.114725469613
37,sell,171.36110700761677,5.335726451088412,7253.47583247723
38,sell,170.99742545283897,5.216606560499564,7424.473257930069
39,sell,171.29475391387942,5.883552719571939,7595.768011843948
40,sell,169.9321295671209,5.43003108166227,7765.700141411069
41,sell,171.03833131611347,5.537760669985546,7936.738472727183
42,sell,170.11733361124993,5.133311754014239,8106.855806338433
43,sell,169.06781654948475,3.9268098317149733,8275.923622887918
44,sell,168.2228749167919,2.058648271357965,8444.14649780471
45,sell,168.44642917633058,2.337831210432686,8612.59292698104
46,sell,167.65492762165724,3.8804910753292186,8780.247854602698
47,sell,166.5086271095276,2.5217401000899087,8946.756481712226
48,sell,166.60244742631912,2.5210630197825834,9113.358929138545
49,sell,171.80541907072902,5.569733985107072,9285.164348209275
50,sell,172.31875551760197,6.407439077106923,9457.483103726878
51,sell,171.7144543886185,5.817859482455128,9629.197558115497
52,sell,171.67053964734077,4.635545221704854,9800.868097762837
53,sell,164.87224343776703,-0.025037822115208486,9965.740341200604
54,sell,163.90953213751317,-1.7554883133136114,10129.649873338118
56,buy,163.72459004669366,0.0,9965.925283291424
57,buy,162.42489541326105,0.0,9803.500387878163
58,buy,163.31847381949424,0.0,9640.181914058669
59,buy,160.82446465969085,0.0,9479.357449398978
60,buy,160.29947317685665,0.0,9319.057976222122
61,buy,161.10388979315758,0.0,9157.954086428965
62,buy,159.64458347558977,0.0,8998.309502953374
64,buy,159.65399587333204,0.0,8838.655507080042
65,buy,160.75988612174987,0.0,8677.895620958292
66,buy,160.5541735881567,0.0,8517.341447370136
67,buy,158.80825576901435,0.0,8358.533191601122
68,buy,159.86923785362458,0.0,8198.663953747497
70,buy,158.74476731836796,0.0,8039.919186429129
71,buy,158.7578256070614,0.0,7881.161360822068
72,buy,158.02736809909342,0.0,7723.133992722975
73,buy,158.28807149171828,0.0,7564.845921231256
74,buy,157.1973533630371,0.0,7407.648567868219
75,buy,158.2599004530907,0.0,7249.388667415129
76,buy,157.8843258547783,0.0,7091.50434156035
77,buy,158.08789726316928,0.0,6933.416444297181
78,buy,158.59314925193786,0.0,6774.823295045244
79,buy,156.74828369379043,0.0,6618.075011351453
80,buy,156.97171813296123,0.0,6461.103293218492
81,buy,156.98775859578234,0.0,6304.11553462271
83,buy,156.8305796922481,0.0,6147.284954930462
84,buy,156.36914165318012,0.0,5990.915813277282
85,buy,157.3951644563675,0.0,5833.520648820914
86,buy,158.5067650938034,0.0,5675.013883727111
87,buy,160.33739685376347,0.0,5514.676486873347
90,sell,159.81428109288217,-2.388345545831746,5674.490767966229
91,buy,159.66566973149776,0.0,5514.825098234732
92,sell,160.05538340409637,-1.458835484016093,5674.880481638828
93,buy,157.50591180855633,0.0,5517.374569830272
94,buy,156.49432309150697,0.0,5360.880246738765
95,buy,157.19422872066497,0.0,5203.6860180181
96,buy,155.7226745523119,0.0,5047.963343465788
97,buy,154.47053077936172,0.0,4893.492812686426
98,buy,154.4981777572632,0.0,4738.994634929163
99,buy,152.48641196250915,0.0,4586.508222966654
100,buy,151.24184327646972,0.0,4435.266379690184
101,buy,152.57833206176758,0.0,4282.688047628417
102,buy,153.96703937648655,0.0,4128.7210082519305
104,buy,155.4233786869049,0.0,3973.2976295650255
105,buy,157.44976595640182,0.0,3815.847863608624
107,sell,156.63318365800143,-4.093407197082708,3972.4810472666254
110,sell,159.81372396469118,-0.6284744657091972,4132.294771231316
111,sell,160.04318795735193,-0.1598790154612435,4292.337959188668
112,sell,159.0437176811492,-1.2787848354583229,4451.381676869817
113,buy,157.07410760066378,0.0,4294.307569269154
114,buy,156.59588458776474,0.0,4137.711684681389
115,buy,155.98691245324017,0.0,3981.7247722281486
117,buy,164.12805712950612,0.0,3817.5967150986426
118,sell,162.88668217425703,2.0308228616869997,3980.4833972728998
119,buy,161.4449282336235,0.0,3819.038469039276
120,sell,162.82267731428146,1.9847179042505325,3981.8611463535576
121,sell,164.39405819654465,2.2606212049954255,4146.2552045501025
122,sell,164.09040602465845,2.20251666927867,4310.345610574761
123,sell,166.8830474081862,5.084617043408993,4477.228657982947
