Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,Close_yes,Open_yes,High_yes,Low_yes,Relative_Performance,RSI,MACD,VWAP,SMA,Std_dev,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Prev_Close
2020-03-16,128.0,143.23,124.010002,135.27,5891000.0,2020,3,16,150.440002,157.8470019,165.60550045,173.13419918,149.41,142.14999,149.67999,138.020004,-0.09463891305802818,34.8401528567434,-8.534217083427734,168.1326769628536,163.32850044999998,13.38864920907062,190.10579886814122,136.55120203185874,-23228300.0,-21.053969950032673,53.380524808618816,203.63811515249273,11.304281357142852,149.41
2020-03-17,136.23,141.97,130.19,131.8,8524800.0,2020,3,17,146.922002,154.95000090000002,163.32850044999998,172.22379938000003,135.27,128.0,143.23,124.010002,-0.025652398905891882,33.93862665140972,-9.672594900178467,166.4760835126998,160.94750045,14.559477629592383,190.06645570918477,131.82854519081525,-31753100.0,-18.27840315388454,54.99910074026191,206.38314487113553,11.766424071428569,135.27
2020-03-18,121.92,124.13,101.099998,119.61,7633900.0,2020,3,18,140.944002,151.9410009,160.94750045,171.28259938,131.8,136.23,141.97,130.19,-0.09248861911987871,32.589363557105486,-11.426679002758931,164.6376005283832,157.88500045,16.467340193962947,190.8196808379259,124.95032006207411,-39387000.0,-22.740593064761406,59.881779059331784,206.74466663967874,13.41213921428571,131.8
2020-03-19,117.75,122.42,112.019997,118.96,6814100.0,2020,3,19,134.188002,146.7830009,157.88500045,170.12459958,119.61,121.92,124.13,101.099998,-0.005434328233425378,30.834737869245103,-12.722594707028406,163.09227731927018,154.79800045000002,17.705682471390617,190.20936539278125,119.38663550721878,-46201100.0,-21.299973327610754,61.33319817808118,205.343447207354,13.329996571428568,119.61
2020-03-20,120.89,121.16,110.78,112.5,6801200.0,2020,3,20,131.01000000000002,142.1870009,154.79800045000002,168.95159958,118.96,117.75,122.42,112.019997,-0.05430396772024204,27.911537560752862,-14.10825407980903,161.43972722595953,151.42900045000002,19.041980719091082,189.5129618881822,113.34503901181785,-53002300.0,-23.436101342778617,57.49564253498407,210.0378901914826,13.507853714285712,118.96
2020-03-23,107.49,111.080002,101.080002,103.86,8200400.0,2020,3,23,123.628,137.034001,151.42900045000002,167.64639978,112.5,120.89,121.16,110.78,-0.07679999999999998,26.488935497761204,-15.722337587488312,159.25793460651178,147.85850045,20.936986541936687,189.7324735338734,105.98452736612663,-61202700.0,-29.59929492494841,59.851746379502636,218.78803662802474,13.779282857142856,112.5
2020-03-24,110.0,119.53,109.25,119.51,5799100.0,2020,3,24,117.346,132.134001,147.85850045,166.14219964,103.86,107.49,111.080002,101.080002,0.150683612555363,30.086310124277148,-15.559327941510702,158.22064544832057,145.44400045,21.297601263681436,188.0392029773629,102.84879792263713,-55403600.0,-26.392665416439826,60.40596661720055,226.02415142591306,14.181426428571427,103.86
2020-03-25,120.29,135.34,119.8,129.64999,7159100.0,2020,3,25,114.88799999999999,127.91600100000001,145.44400045,164.95879983999998,119.51,110.0,119.53,109.25,0.08484637268847783,36.803106369027844,-14.445411461710421,157.32891753443593,143.56750044999998,20.93189589764305,185.43129224528607,101.70370865471389,-48244500.0,-15.780041053300542,62.713186440870125,225.24825841831233,14.742854999999997,119.51
2020-03-26,131.83,139.39,131.16,137.39999,5594400.0,2020,3,26,116.895998,125.54199999999999,143.56750044999998,163.92639964000003,129.64999,120.29,135.34,119.8,0.05977632547445633,40.522451820029936,-12.789831183100972,156.85442875100384,142.45999995,20.62549239943091,183.71098474886182,101.20901515113817,-42650100.0,-12.334612879636913,64.79386910775352,221.58187000449567,14.899998571428569,129.64999
2020-03-27,131.42,135.21001,128.14,131.27,3924900.0,2020,3,27,120.583996,125.796998,142.45999995,163.06539944,137.39999,131.83,139.39,131.16,-0.04461419538676814,42.03026711857279,-11.835973116576753,156.43409104361172,140.91499994999998,20.224788457121093,181.36457686424217,100.4654230357578,-46575000.0,-10.831646145312543,64.02712588552043,214.83245961518836,14.540712928571427,137.39999
