Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,RSI,MACD,VWAP,SMA,Std_dev,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Open_yes,High_yes,Low_yes,Close_yes,Volume_yes,Prev_Close
2020-03-16,152.32001,159.13,143.10001,146.0099945,39120400.0,2020,3,16,168.536002,178.3029996,191.7084993,205.50279935999998,35.56250911829048,-11.516398598808877,200.6715996039758,191.7084993,17.84526946946501,227.39903823893002,156.01796036106998,-26515200.0,-22.97259572071017,52.16024334900005,260.9562395552888,10.217142571428576,163.53,170.78999,157.60001,170.28,35028600.0,170.28
2020-03-17,150.74001,153.94,140.0,149.42,34255600.0,2020,3,17,163.8380009,173.25999904999998,188.299999525,204.22739925,29.815487770992306,-13.303528010481614,198.4828896452298,188.299999525,19.73728403257802,227.77456759015604,148.82543145984397,-65635600.0,-27.27608275567196,53.414899783663806,272.7203803657116,11.619284714285717,152.32001,159.13,143.10001,146.0099945,39120400.0,146.0099945
2020-03-18,139.75,148.17999,137.10001,146.96001,37553100.0,2020,3,18,158.0840009,169.61299905,184.88099952500002,203.04239925,31.440334314504412,-14.280070238880683,196.82092809981924,184.88099952500002,20.273472885197,225.427945295394,144.33405375460603,-31380000.0,-27.661076641436438,52.39044843739408,282.06375166308277,12.206427571428575,150.74001,153.94,140.0,149.42,34255600.0,149.42
2020-03-19,146.62,159.92999,144.8,153.13,39862300.0,2020,3,19,153.4280009,165.13300105000002,181.354499525,201.72959924999998,32.708317881338715,-15.078670101713243,195.03564500753157,181.354499525,20.436281193152084,222.22706191130416,140.48193713869583,-68933100.0,-27.17794799311008,49.25076737518325,291.3594972992506,12.53642685714286,139.75,148.17999,137.10001,146.96001,37553100.0,146.96001
2020-03-20,156.020004,159.27,148.0,149.73,32568400.0,2020,3,20,153.1600009,161.92900105,178.281999525,200.53099929,34.533728192153774,-15.040324124140852,193.50125544498093,178.281999525,19.787121752515485,217.85624303003098,138.70775601996903,-29070800.0,-18.256190856390436,48.108182927210194,290.09752479495666,12.83714042857143,146.62,159.92999,144.8,153.13,39862300.0,153.13
2020-03-23,149.66,152.31,142.25,148.10001,29830800.0,2020,3,23,149.0500009,158.79300145000002,175.25950002500002,199.22119928999996,31.55358553869347,-15.110106345425834,192.22984856105447,175.25950002500002,19.268324666625073,213.79614935825018,136.72285069174987,-61639200.0,-20.352494636246057,45.08649824270712,295.34776880664845,13.09071185714286,156.020004,159.27,148.0,149.73,32568400.0,149.73
2020-03-24,155.21001,161.31,152.57001,160.98,30440400.0,2020,3,24,149.468004,156.65300245,172.628500525,197.81719948999998,33.94510896303211,-15.12261177412006,191.08619897788847,172.628500525,19.201228093634885,211.03095671226976,134.22604433773023,-91470000.0,-24.952805164519752,46.373442410482404,307.3762559262048,12.861425428571431,149.66,152.31,142.25,148.10001,29830800.0,148.10001
2020-03-25,158.92,162.99001,153.059998,156.21001,35184300.0,2020,3,25,151.78000400000002,154.93200245,170.839000525,196.67559953,37.65838026204354,-13.932608428805025,190.31054813088295,170.839000525,18.487386038724352,207.8137726024487,133.86422844755128,-61029600.0,-16.292109538108768,48.7909231554468,307.2368845277171,13.38071042857143,155.21001,161.31,152.57001,160.98,30440400.0,160.98
2020-03-26,158.25,164.0,157.020004,163.34,26556800.0,2020,3,26,153.630004,153.52900245,168.789501025,195.36159972999997,38.21614616235107,-13.22200548385672,189.32443636692966,168.789501025,17.664983970378966,204.11946896575793,133.45953308424205,-96213900.0,-13.72828786791917,47.19890865602765,302.0293628602948,13.527854857142858,158.92,162.99001,153.059998,156.21001,35184300.0,156.21001
2020-03-27,158.2,160.089996,154.75,156.78999,24879900.0,2020,3,27,155.67200400000002,154.41600245,167.469001025,194.24719977,42.952432513927754,-11.945813028596916,188.76939198458874,167.469001025,16.989875706527283,201.44875243805458,133.48924961194544,-69657100.0,-10.50619082340215,45.53036472926629,291.9875538574978,13.44785342857143,158.25,164.0,157.020004,163.34,26556800.0,163.34
