Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,Close_yes,Open_yes,High_yes,Low_yes,Relative_Performance,RSI,MACD,VWAP,SMA,Std_dev,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Prev_Close
2020-03-16,123.9,132.87,119.84,120.050003,2617693.0,2020,3,16,144.044004,152.81000269999998,159.6280007,165.91860004000003,138.96001,137.92999,139.28999,130.53,-0.13608236643045724,28.75252007265037,-8.905766256727304,163.08518886829594,157.22700049999997,14.104819459582194,185.43663941916435,129.0173615808356,-8220157.0,-28.505371090934652,48.616345765868765,200.0758438293428,10.040714250000002,138.96001
2020-03-17,122.8,129.46001,119.07,126.71,2909655.0,2020,3,17,138.0540046,148.423003,157.22700049999997,164.78240010000002,120.050003,123.9,132.87,119.84,0.055476858255472106,32.675573860306116,-9.841549767266457,162.03705164518087,155.2475005,15.475910486523318,186.19932147304664,124.29567952695336,-5310502.0,-27.121399159906957,46.82382808053286,219.9886348667523,10.513572107142862,120.050003
2020-03-18,117.82,120.55,106.14,114.21,2635027.0,2020,3,18,132.39800259999998,145.316003,155.2475005,163.80560010000002,126.71,122.8,129.46001,119.07,-0.0986504616841607,31.179082919154027,-11.45971007019864,160.82074656975277,152.711501,17.7886307236727,188.2887624473454,117.1342395526546,-7945529.0,-28.60696170500153,47.38805830804018,240.7485236531469,11.485715678571434,126.71
2020-03-19,112.9,120.74,106.25,119.66,2455694.0,2020,3,19,126.06400260000001,140.4300023,152.711501,162.5536001,114.21,117.82,120.55,106.14,0.04771911391296735,35.10035851402421,-12.162146660015026,159.86780032301786,150.40300100000002,18.95423232112534,188.3114656422507,112.49453635774934,-5489835.0,-22.731601476838435,41.08715950030949,254.52966853992024,11.99714353571429,114.21
2020-03-20,119.66,120.61,110.34,111.63,4155245.0,2020,3,20,123.9180026,136.4890016,150.40300100000002,161.47199990000001,119.66,112.9,120.74,106.25,-0.06710680260738766,28.940800815013972,-13.214458556195808,158.0493292068623,147.1130015,19.711606349560356,186.5362141991207,107.68978880087928,-9645080.0,-25.417373080282086,40.54243638244304,277.1898932297777,12.19357210714286,119.66
2020-03-23,110.27,115.57,106.52,111.15,3130922.0,2020,3,23,118.45200059999999,131.2480023,147.1130015,160.18660010000002,111.63,119.66,120.61,110.34,-0.004299919376511641,30.323237349440916,-13.926617921508978,156.75394981500716,144.07750149999998,20.363847493265503,184.80519648653097,103.34980651346898,-12776002.0,-30.96689979166589,42.974713077981086,313.0092533000145,12.063572107142859,111.63
2020-03-24,117.37,126.66,112.7,126.0,3488413.0,2020,3,24,116.67199999999998,127.36300229999999,144.07750149999998,158.8575999,111.15,110.27,115.57,106.52,0.1336032388663968,35.5251842106412,-13.141254257050576,155.83577920939555,142.045002,20.01801445133122,182.08103090266246,102.00897309733757,-9287589.0,-20.476262511671305,42.05935982918263,323.0034976635511,12.777858535714289,111.15
2020-03-25,125.88,136.73,121.84,128.49001,3962382.0,2020,3,25,116.53,124.46400129999999,142.045002,157.9090001,126.0,117.37,126.66,112.7,0.019761984126984267,37.91686761428834,-12.17754968510107,154.93885121545875,140.1235025,19.33748231714289,178.79846713428577,101.44853786571423,-5325207.0,-13.497321906820106,43.354711117352,326.1725982331765,13.473572321428573,126.0
2020-03-26,129.35001,140.14999,127.14,139.089996,2227539.0,2020,3,26,119.386002,122.72500229999999,140.1235025,156.9840001,128.49001,125.88,136.73,121.84,0.08249657697123691,40.56140097667986,-10.438152066791929,154.65190579190318,139.0785018,18.76359256242965,176.6056869248593,101.5513166751407,-3097668.0,-13.022014852366246,43.51000468154113,329.9924297867941,13.597857321428572,128.49001
2020-03-27,135.0,139.17,132.16,135.11,2302699.0,2020,3,27,123.27200120000002,123.59500190000001,139.0785018,156.29240002,139.089996,129.35001,140.14999,127.14,-0.028614538172824444,43.90303954238779,-9.273915413509343,154.29287884620777,138.0100018,18.32381070034638,174.65762320069277,101.36238039930723,-5400367.0,-10.572979605212762,45.05153093212045,331.63237016287707,12.890000678571427,139.089996
2020-03-30,136.72,141.7,134.56,141.23,2251141.0,2020,3,30,127.96800120000003,123.2100009,138.0100018,155.53620002,135.11,135.0,139.17,132.16,0.045296425135074925,44.4173936166967,-7.7678734154844165,154.06239871121764,136.8755018,17.309530854636193,171.49456350927238,102.25644009072761,-3149226.0,-8.160419273529259,46.19031718673992,331.34096186357993,12.805714571428569,135.11
2020-03-31,141.99001,145.0,137.25,138.16,2240205.0,2020,3,31,133.9840012,125.3280006,136.8755018,154.85140002,141.23,136.72,141.7,134.56,-0.0217375911633505,46.70648481024822,-6.744303492069065,153.78799937885282,135.8945018,16.604029283305472,169.10256036661093,102.68644323338906,-5389431.0,-3.5021887883975475,46.24482128046345,327.6231101459252,12.563571714285711,141.23
2020-04-01,132.17999,134.73,129.67999,133.67,2040639.0,2020,4,1,136.41600120000004,126.4730006,135.8945018,154.09060002,138.16,141.99001,145.0,137.25,-0.03249855240301103,51.5442560332812,-6.223679723101839,153.47667692123278,134.42450145,15.323535879539966,165.07157320907993,103.77742969092007,-7430070.0,-1.0865589454581013,43.91284044225956,295.4561547386769,11.89857214285714,138.16
2020-04-02,133.31,139.91,132.86,139.38,2863751.0,2020,4,2,137.4519992,128.4190006,134.42450145,153.31280002,133.67,132.17999,134.73,129.67999,0.042717139223460876,50.203207865423174,-5.289359907265975,153.17704990714606,133.4400011,14.251824423302878,161.94364994660575,104.93635225339423,-4566319.0,0.3763794844437024,44.8552243240182,275.1861457887845,11.766429999999996,133.67
2020-04-03,138.48,139.35001,132.13,135.52,2053140.0,2020,4,3,137.51000000000002,130.3910006,133.4400011,152.67720002,139.38,133.31,139.91,132.86,-0.027694073755201498,58.76090096692616,-4.804985579676384,152.91201839382782,132.01400145000002,12.325567947986759,156.66513734597353,107.36286555402651,-6619459.0,4.239179364177717,41.8225931033238,253.62277088798783,10.918572142857139,139.38
