Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,RSI,MACD,VWAP,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Open_yes,High_yes,Low_yes,Close_yes,Volume_yes,Prev_Close
2020-03-30,103.33652,108.47036,103.068832,107.96367,5820467.0,2020,3,30,100.76864200000001,98.664438,107.936904,126.6053537,44.27131602555644,-8.214725081310576,123.96726963814146,132.83479607479657,83.03901192520341,-17182639.0,-8.729397857621656,43.08689471926603,500.6232703703874,8.534553642857144,103.80497,106.59656,102.91587,103.27916,6718458.0,103.27916
2020-03-31,107.07457,108.80497,105.32505,106.051628,6635092.0,2020,3,31,104.24091800000001,99.988529,106.91539349999998,126.1263861,42.89315640818321,-7.235730127606942,123.75275326804764,129.88077736685037,83.95000963314959,-11362172.0,-9.398411014743258,43.19809028327903,475.18578756237576,8.297595642857145,103.33652,108.47036,103.068832,107.96367,5820467.0,107.96367
2020-04-01,101.6826,105.086044,99.92352,100.51625,6394093.0,2020,4,1,105.2829836,100.3977068,106.0564069,125.60286786,45.51592210946354,-6.538780393194031,123.48634555446235,127.69929918240162,84.41351461759838,-17997264.0,-7.511133526991465,46.44569911699799,439.9164931200966,7.973230642857145,107.07457,108.80497,105.32505,106.051628,6635092.0,106.051628
2020-04-02,100.73614,105.46845,100.51625,105.16252,6619820.0,2020,4,2,105.1472276,100.54971379999999,104.66634939999999,124.95219859999999,51.685228518448746,-6.359789753489395,123.15795769061106,123.70352390708939,85.62917489291058,-24391357.0,0.11164990193943322,42.593972398190836,391.35012203115673,7.339524071428573,101.6826,105.086044,99.92352,100.51625,6394093.0,100.51625
2020-04-03,104.13002,105.22945,100.30592,101.66348,4747585.0,2020,4,3,104.5946456,101.47323080000001,103.73183639999999,124.3042064,51.488746116999785,-5.776436064222352,122.89549169243955,120.50353774115851,86.96013505884147,-17771537.0,1.1120633401788822,43.073524947475114,346.54499095924547,7.123052642857146,100.73614,105.46845,100.51625,105.16252,6619820.0,105.16252
2020-04-06,105.49713,110.54493,105.2868,109.77055,7357773.0,2020,4,6,104.27150959999999,102.5200758,102.7093699,123.6057358,55.70395438624751,-5.5326899422698546,122.67570106687751,117.0850547130293,88.3336850869707,-22519122.0,2.756200709175191,40.76260908744095,303.42188105461634,6.590412642857146,104.13002,105.22945,100.30592,101.66348,4747585.0,101.66348
2020-04-07,113.57552,114.31166,109.81836,109.88528,5852684.0,2020,4,7,104.63288560000001,104.43690180000002,102.5664439,123.113575,56.328421643498565,-4.631952326013391,122.47192997851474,116.57912799059291,88.55375980940708,-15161349.0,8.61780177757994,44.450252391021685,270.0394879826675,6.521442642857145,105.49713,110.54493,105.2868,109.77055,7357773.0,109.77055
2020-04-08,111.19503,114.68451,110.0095596,114.043976,5395896.0,2020,4,8,105.399616,105.3412998,102.0965589,122.66080259999998,59.24963227761588,-3.86430818420547,122.31580313845792,114.25684536364143,89.93627243635858,-9308665.0,13.632440418843991,48.4145870236267,240.92972815581456,6.331604000000001,113.57552,114.31166,109.81836,109.88528,5852684.0,109.88528
2020-04-09,115.18164,117.51434,114.88528,116.15679,5832705.0,2020,4,9,108.1051612,106.6261944,102.1596562,122.27342232,65.10922383740142,-2.887092059607184,122.22227572327604,114.56404039962658,89.75527200037342,-3912769.0,17.629208826848352,47.599959361386226,213.1135864067248,6.302239714285717,111.19503,114.68451,110.0095596,114.043976,5395896.0,114.043976
2020-04-13,116.28107,116.4436,112.84895,115.82218,5355206.0,2020,4,13,110.30401520000001,107.44933040000001,103.05305969999999,121.96386211999999,71.76921721809718,-1.920021989798201,122.14903818874363,116.78622172552001,89.31989767447998,1919936.0,24.464522988839043,50.758600941050005,169.39501610069195,6.121277857142859,115.18164,117.51434,114.88528,116.15679,5832705.0,116.15679
2020-04-14,118.030594,119.67495,117.22753,118.4608,5322780.0,2020,4,14,113.13575519999999,108.70363239999999,103.6840352,121.66520052,72.09380640099437,-1.1671579523148239,122.07966777091035,118.55834515942601,88.80972524057398,-3435270.0,27.905367452683112,50.429148726832885,115.89611137480608,5.887735714285716,116.28107,116.4436,112.84895,115.82218,5355206.0,115.82218
2020-04-15,113.88145,114.9044,111.62524,113.47036,5896616.0,2020,4,15,114.87380520000002,109.75334539999999,104.8709372,121.28623291999999,67.80676304286399,-0.3535180602430614,122.04065436164906,120.50347955473946,89.23839484526054,1887510.0,24.23398509456578,49.83541193502191,97.28194830041886,5.393335,118.030594,119.67495,117.22753,118.4608,5322780.0,118.4608
2020-04-16,113.77629,114.48375,109.38815,110.64053,6754650.0,2020,4,16,115.59082120000001,110.4952186,105.44646270000001,120.75889052000001,61.342753741437264,-0.11011999026953845,121.93950915626996,121.47038467887822,89.4225407211218,-4009106.0,10.081071843710507,54.458691545274995,88.04384730375733,5.2226164285714285,113.88145,114.9044,111.62524,113.47036,5896616.0,113.47036
2020-04-17,114.053535,115.095604,112.73422,114.83748,5194436.0,2020,4,17,114.910132,111.5076466,106.02868020000001,120.12064951999999,52.70372704256814,-0.14390999253791392,121.7887940403445,121.91135200818186,90.14600839181816,-10763756.0,8.891282224424847,55.57051742548994,81.12572156246853,5.06897,113.77629,114.48375,109.38815,110.64053,6754650.0,110.64053
2020-04-20,113.91013,117.45698,112.94455,115.11472,8558058.0,2020,4,20,114.64627,112.4751426,106.97418669999999,119.42829791999999,61.61383412712767,0.1660557890756138,121.71821303151637,122.5738488702062,91.37452452979377,-5569320.0,12.07060353301711,57.936168411188184,75.0329215163769,5.029363857142856,114.053535,115.095604,112.73422,114.83748,5194436.0,114.83748
2020-04-21,108.98662,111.99809,107.13193,111.62524,15009054.0,2020,4,21,114.50477800000002,113.82026660000001,108.1701712,118.73326932,57.883640441480786,0.42913011040727156,121.60956384181273,122.27197289099063,94.06836950900937,2988738.0,12.926297455556373,58.759616165220606,68.48462650854283,4.965856857142856,113.91013,117.45698,112.94455,115.11472,8558058.0,115.11472
2020-04-22,114.59847,115.038239,112.3805,114.063095,7412479.0,2020,4,22,113.137666,114.00573560000001,109.22131869999998,118.03250451999999,55.938070835995404,0.35198902187332237,121.32953995816366,120.69942308363241,97.74321431636756,-12020316.0,4.3135775483876015,59.98965266617304,64.77035991292998,5.287490428571429,108.98662,111.99809,107.13193,111.62524,15009054.0,111.62524
2020-04-23,114.31166,117.6195,113.88145,116.013382,7198154.0,2020,4,23,113.256213,114.4235171,109.88240844999999,117.36099382,65.45256503309274,0.4820123397242355,121.2302662255115,120.83950153667902,98.92531536332095,-4607837.0,13.956287917234105,62.05924947970306,62.18488241104738,5.093554071428572,114.59847,115.038239,112.3805,114.063095,7412479.0,114.063095
2020-04-24,117.026772,119.50287,115.44933,119.23518,5215251.0,2020,4,24,114.3307834,114.6204577,110.62332604999999,116.74665326,63.18847677828652,0.7339678925735313,121.16196046098173,121.10051015201489,100.14614194798509,2590317.0,17.33496651223806,64.42988645493864,59.5157111232527,5.006829071428571,114.31166,117.6195,113.88145,116.013382,7198154.0,116.013382
2020-04-27,120.038239,121.40536,119.9522,120.38241,5150295.0,2020,4,27,115.2103234,114.92829669999999,111.18881355,116.16175846,71.50210399207839,1.180014187340646,121.14385406511232,122.25706068899694,100.12056641100307,7805568.0,20.618696688539448,67.20065781428863,57.066399886799104,4.9446869285714286,117.026772,119.50287,115.44933,119.23518,5215251.0,119.23518
2020-04-28,122.39962,122.56214,119.86616,120.71702,4997893.0,2020,4,28,116.2638614,115.38431970000002,112.04397605000001,115.61892866,65.65144313165143,1.6075501255503184,121.13685269676347,123.18174950549718,100.90620259450284,12955863.0,17.37270006195539,73.65038940581113,56.659702049339636,4.465310500000001,120.038239,121.40536,119.9522,120.38241,5150295.0,120.38241
2020-04-29,123.21223,123.62333,121.92161,123.030594,5499450.0,2020,4,29,118.08221739999999,115.6099417,112.68164354999999,115.15181582,65.87279303971869,1.9508870557653069,121.13313975528644,124.2863421032334,101.07694499676658,17953756.0,13.599120621583088,68.56284299828695,57.43392213219588,4.333515500000002,122.39962,122.56214,119.86616,120.71702,4997893.0,120.71702
2020-04-30,120.95602,121.67304,119.7132,120.038239,6941047.0,2020,4,30,119.87571720000001,116.5659651,113.53059185,114.7233265,63.92180308072992,2.3822095047284364,121.15142663510439,125.56919021509295,101.49199348490704,23453206.0,15.208205443769268,73.94271605780139,58.8578692003298,4.198306928571428,123.21223,123.62333,121.92161,123.030594,5499450.0,123.030594
2020-05-01,117.77247,118.040154,116.051628,116.51051,5152073.0,2020,5,1,120.68068859999998,117.505736,114.50669130000001,114.23957888000001,55.85351103226769,2.45428612993058,121.13804862432005,125.19193213166294,103.82145046833709,16512159.0,7.093933785095475,69.5857469843021,62.182329627404734,4.187380499999999,120.95602,121.67304,119.7132,120.038239,6941047.0,120.038239
