Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,Close_yes,Open_yes,High_yes,Low_yes,Relative_Performance,RSI,MACD,VWAP,SMA,Std_dev,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Prev_Close
2020-03-16,31.07,35.27,30.36,31.65,26789900.0,2020,3,16,36.536,40.323,45.6229999,50.592999946,37.5,34.27,37.52,33.07,-0.15600000000000003,28.06641863774992,-4.932753051537553,47.64121334658698,44.4134999,7.2274434823984315,58.86838686479686,29.958612935203135,-251605300.0,-31.525423060902035,49.661011659724316,611.3460688960837,3.371428642857144,37.5
2020-03-17,32.37,35.12,30.11,33.79,27047400.0,2020,3,17,35.366,38.84,44.4134999,50.185199926,31.65,31.07,35.27,30.36,0.06761453396524497,32.61824850771525,-5.009343801538854,47.20878875079925,43.326999900000004,7.102177602264373,57.53135510452875,29.12264469547126,-224557900.0,-26.567754172744724,45.53906537014707,615.3984420985029,3.6107143571428577,31.65
2020-03-18,31.34,32.84,27.2,30.75,27603000.0,2020,3,18,34.224000000000004,37.778999999999996,43.326999900000004,49.836999926,33.79,32.37,35.12,30.11,-0.08996744598993778,31.629073602552708,-5.254771382861364,46.700593980639965,42.0489999,6.9408575311094225,55.93071496221884,28.167284837781153,-252160900.0,-26.098800833657805,43.9520478759163,615.638807734109,3.9328572142857148,33.79
2020-03-19,30.35,32.9,28.74,30.92,23929600.0,2020,3,19,33.0,36.33,42.0489999,49.431599926,30.75,31.34,32.84,27.2,0.0055284552845529245,32.22474345616672,-5.373613261300804,46.28919556867589,40.9074999,6.790920224868413,54.48934034973682,27.325659450263174,-228231300.0,-22.053695570890934,42.31171125676932,607.3563590969103,4.097142928571429,30.75
2020-03-20,31.25,31.45,29.19,29.67,27472500.0,2020,3,20,32.922000000000004,35.163,40.9074999,49.031599926,30.92,30.35,32.9,28.74,-0.04042690815006467,28.7161306659914,-5.505200336872441,45.80624305076241,39.7699999,6.665231756384498,53.100463412768995,26.43953638723101,-255703800.0,-26.120958878676408,41.72748971624105,612.9346841674592,4.110000071428572,30.92
2020-03-23,29.15,29.79,27.76,27.81,26401000.0,2020,3,23,31.356,33.946000000000005,39.7699999,48.593599926,29.67,31.25,31.45,29.19,-0.06268958543983827,28.87700534759358,-5.693934366600963,45.31732461285292,38.676499899999996,6.747317687660124,52.171135275320246,25.181864524679746,-282104800.0,-30.31321836288766,44.06299338058762,621.9907799017369,4.036428642857143,29.67
2020-03-24,30.09,33.38,29.4,33.22,25905500.0,2020,3,24,30.588,32.977000000000004,38.676499899999996,48.108599906,27.81,29.15,29.79,27.76,0.19453434016540805,36.291058394160586,-5.345347815914174,45.0032088413859,37.93599995,6.4739082225744,50.8838163951488,24.988183504851204,-256199300.0,-19.58340135175657,42.955547925938184,591.9917944766584,4.355000071428572,27.81
2020-03-25,33.9,35.48,32.25,33.99,27198500.0,2020,3,25,30.474,32.349000000000004,37.93599995,47.72879990599999,33.22,30.09,33.38,29.4,0.023178807947019875,39.75214489990468,-4.949898548955424,44.71093755646526,37.27349995,6.141089563394451,49.555679076788905,24.991320823211097,-229000800.0,-13.84615361953922,44.14074886840017,561.17990060745,4.364285785714286,33.22
2020-03-26,33.8,36.85,33.33,35.71,26422500.0,2020,3,26,31.122000000000003,32.061,37.27349995,47.35299990600001,33.99,33.9,35.48,32.25,0.05060311856428368,42.86047053342651,-4.446456547219022,44.4847158423886,36.78849995,5.840349838643019,48.46919962728604,25.107800272713966,-202578300.0,-8.64197517008217,42.087538206068004,521.1959086653311,4.455000071428572,33.99
2020-03-27,33.64,34.73,33.12,34.0099983,33375400.0,2020,3,27,32.08,32.501,36.78849995,47.009999906000004,35.71,33.8,36.85,33.33,-0.04760576029123498,45.668898544623296,-4.136962732215075,44.162409888050455,36.237499915,5.5336757678661685,47.304851450732336,25.170148379267665,-235953700.0,-7.153576669108286,38.30248060192628,469.09915446846327,4.283571500000001,35.71
