Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,Close_yes,Open_yes,High_yes,Low_yes,Relative_Performance,RSI,MACD,VWAP,SMA,Std_dev,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Prev_Close
2020-03-16,67.24,72.8,64.41,68.9,26764600.0,2020,3,16,71.77799999999999,74.08600019999999,71.9600001,67.91559996,70.75,71.93,72.0,67.5,-0.026148409893992808,48.55630661422972,0.9715845302102792,69.80535243086322,72.0270001,3.563319147353383,79.15363839470676,64.90036180529323,23303800.0,-1.3942369679674687,47.84224434441055,64.0885369594864,5.379286428571428,70.75
2020-03-17,70.0,76.080002,69.0,74.52,28823700.0,2020,3,17,70.854,73.4360002,72.0270001,67.98899996,68.9,67.24,72.8,64.41,0.08156748911465872,49.78863316110849,1.1064283713970013,69.94405673590964,72.4025,3.3987025282877825,79.19990505657557,65.60509494342443,52127500.0,0.7909775945309067,50.4667932486005,68.59641961196873,5.508572142857141,68.9
2020-03-18,73.61,80.0,72.97,79.42,34965900.0,2020,3,18,71.29,73.4670002,72.4025,68.17799996,74.52,70.0,76.080002,69.0,0.06575415995705858,57.43838028169015,1.5903495760715458,70.27059097934733,73.006,3.523647210670135,80.05329442134027,65.95870557865973,87093400.0,1.444601903185624,53.334181177069404,73.04789799192206,5.537857857142856,74.52
2020-03-19,80.98,85.97,78.29,78.55,46268200.0,2020,3,19,72.434,73.808,73.006,68.45339996000001,79.42,73.61,80.0,72.97,-0.010954419541677196,60.68356196233433,1.881964769750212,70.63165053093631,73.5835,3.4328097946603506,80.4491195893207,66.7178804106793,40825200.0,18.80524895109259,51.83125892507468,69.16901753085514,5.655714999999999,79.42
2020-03-20,79.5,81.6,72.17,73.26,35110200.0,2020,3,20,74.428,74.05,73.5835,68.72199995999999,78.55,80.98,85.97,78.29,-0.06734563971992347,47.46805489824894,1.6669970181337845,70.715843161666,73.7615,3.3109775837356925,80.38345516747138,67.13954483252861,5715000.0,7.497576611243143,52.94330027334061,70.30140443846926,5.89714357142857,78.55
2020-03-23,75.3,75.3,68.86,72.61,19875200.0,2020,3,23,74.92999999999999,73.35400000000001,73.7615,68.87119996,73.26,79.5,81.6,72.17,-0.0088725088725089,48.08245445829339,1.4277260216464498,70.74957815321964,73.74699999999999,3.3155807909102255,80.37816158182044,67.11583841817954,-14160200.0,0.5639759647543269,53.56596245259521,72.865451256728,6.079286428571427,73.26
2020-03-24,75.13,75.83,72.11,73.96,20608100.0,2020,3,24,75.672,73.263,73.74699999999999,69.00659996,72.61,75.3,75.3,68.86,0.018592480374604037,47.51635316289571,1.3316849158897526,70.80778932616391,73.94000009999999,3.2025336045732713,80.34506730914653,67.53493289085345,6447900.0,-0.21075047785969275,55.91850079208519,76.46925282099505,6.100714857142855,72.61
2020-03-25,73.87,74.49,69.34,69.66,24138100.0,2020,3,25,75.56,73.425,73.94000009999999,69.18519998000001,73.96,75.13,75.83,72.11,-0.05813953488372092,42.88228822882287,0.8982431958138193,70.78391975147402,73.6880001,3.33513141292419,80.35826292584838,67.01773727415161,-17690200.0,-3.436465036057544,55.47435958676934,81.24818869900639,6.256429142857141,73.96
2020-03-26,69.9,73.91,69.75,73.86,18351900.0,2020,3,26,73.608,73.02099999999999,73.6880001,69.29219998,69.66,73.87,74.49,69.34,0.06029285099052539,43.02019315188762,0.8834584499330873,70.83179876384531,73.7480001,3.326446887786302,80.4008938755726,67.09510632442739,661700.0,-7.499421712542997,55.96255447451672,88.08987205272184,6.181428999999997,69.66
2020-03-27,73.71,75.39,71.91,72.85,16521600.0,2020,3,27,72.67,73.549,73.7480001,69.48539998,73.86,69.9,73.91,69.75,-0.013674519360953208,49.15976925006271,0.7812372564375494,70.8596881984306,73.92250010000001,3.1721035968182676,80.26670729363654,67.57829290636347,-15859900.0,-3.3779707231759963,58.60778722143115,92.80592865133818,5.920714428571427,73.86
2020-03-30,75.35,76.42,73.89,75.93,15929400.0,2020,3,30,72.588,73.759,73.92250010000001,69.66040002000001,72.85,73.71,75.39,71.91,0.04227865477007575,54.29734259037587,0.9379444437964537,70.92635491309153,73.9490001,3.1872739403347277,80.32354798066946,67.57445221933055,69500.0,1.0793172419850086,58.04467725791477,95.37686133325765,5.6914287142857125,72.85
2020-03-31,75.95,76.33,73.79,74.76,12111900.0,2020,3,31,73.252,74.46199999999999,73.9490001,69.91500002,75.93,75.35,76.42,73.89,-0.015408929276965688,51.27465127465127,0.9566985712851022,70.96430203927268,73.9765001,3.192013579429633,80.36052725885926,67.59247294114073,-12042400.0,1.1997978984643156,53.485727368382776,97.68280740644944,5.655714428571427,75.93
2020-04-01,74.32,74.39,72.0,72.51,12177600.0,2020,4,1,73.412,74.486,73.9765001,70.15060002,74.76,75.95,76.33,73.79,-0.030096308186195797,55.07620769826919,0.7810022487045813,70.97953345444913,73.8015,3.1705308786749575,80.14256175734992,67.46043824265008,-24220000.0,2.0099841826068285,51.55018256568099,98.17019271148142,5.437142999999998,74.76
2020-04-02,71.81,77.48,71.38,76.98,20482100.0,2020,4,2,73.982,73.795,73.8015,70.34820002,72.51,74.32,74.39,72.0,0.06164666942490693,57.595708363813706,0.9910293207716592,71.07736398376719,73.844,3.208851901586549,80.26170380317309,67.4262961968269,-3737900.0,7.050951954427388,50.79773415342942,95.33772270806088,5.551428714285713,72.51
2020-04-03,77.41,79.47,76.36,78.21,19421800.0,2020,4,3,74.606,73.638,73.844,70.61980002,76.98,71.81,77.48,71.38,0.015978176149649137,61.525129982668965,1.2424063222968726,71.18595445035027,73.7435,3.024848452054178,79.79319690410836,67.69380309589164,15683900.0,9.207619845178916,57.10933028411572,92.92544007009657,5.174285857142856,76.98
2020-04-06,79.24,79.65,75.88,77.73,19101100.0,2020,4,6,75.678,74.133,73.7435,70.90520002,78.21,77.41,79.47,76.36,-0.00613732259301869,54.553191489361716,1.3869050406166679,71.28249334823977,73.954,3.152279709737204,80.25855941947441,67.64944058052558,-3417200.0,5.171661596407377,53.97653194263366,91.89680728473617,4.930714285714286,78.21
2020-04-07,77.3,77.68,72.5,74.67,19917900.0,2020,4,7,76.038,74.64500000000001,73.954,71.19680002,77.73,79.24,79.65,75.88,-0.03936703975299116,42.89134989524094,1.2402085374128973,71.33381391675081,74.07050000000001,3.132484258791856,80.33546851758372,67.8055314824163,-23335100.0,-3.4508403986315535,54.54410233526702,93.23840139885918,4.802142857142857,77.73
2020-04-08,74.73,75.13,73.57,74.99,12215400.0,2020,4,8,76.02000000000001,74.71600000000001,74.07050000000001,71.41360002,74.67,77.3,77.68,72.5,0.004285522967724553,44.58307973219719,1.1366690145334388,71.367471832442,74.135,3.1377304905900956,80.4104609811802,67.85953901881982,-11119700.0,-17.73850433644248,53.05187367043036,104.21758128658809,4.365000000000001,74.67
2020-04-09,74.37,74.6,72.95,73.51,12798600.0,2020,4,9,76.516,75.249,74.135,71.62620002,74.99,74.73,75.13,73.57,-0.019735964795305927,50.4302925989673,0.924532134618957,71.38793964504924,74.3815,2.8596931653587965,80.1008863307176,68.6621136692824,-23918300.0,-13.030528667163063,50.111690245718506,111.0097774808445,3.837142857142858,74.99
2020-04-13,75.8,76.0,73.72,75.28,16255600.0,2020,4,13,75.822,75.21400000000001,74.3815,71.81040002,73.51,74.37,74.6,72.95,0.024078356686165092,54.42492542260525,0.8889886288783373,71.4345977617089,74.608,2.733539444518161,80.07507888903632,69.14092111096369,-7662700.0,1.4064697609001462,48.985332529636274,110.7598952353857,3.5550000000000006,73.51
2020-04-14,75.98,77.85,75.34,77.75,14379300.0,2020,4,14,75.23599999999999,75.45700000000001,74.608,72.03540004,75.28,75.8,76.0,73.72,0.03281083953241226,56.056248002556735,1.0480472653621575,71.50086551547587,75.0505,2.4639217242351084,79.97834344847021,70.12265655152979,6716600.0,4.1546688605512045,46.79144385026734,109.5408465629642,3.4728571428571433,75.28
2020-04-15,76.16,76.59,74.47,74.63,11397400.0,2020,4,15,75.24000000000001,75.63900000000001,75.0505,72.32640004,77.75,75.98,77.85,75.34,-0.040128617363344055,58.25307206908004,0.911833407731379,71.52667601424578,75.056,2.462797724454601,79.9815954489092,70.13040455109079,-4680800.0,4.4919786096256855,44.598930481283396,107.29026071127508,3.3392857142857153,77.75
