Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,RSI,MACD,VWAP,SMA,Std_dev,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Open_yes,High_yes,Low_yes,Close_yes,Volume_yes,Prev_Close
2020-03-16,85.2,93.98,84.55,88.36,38589700.0,2020,3,16,96.4120006,106.2440005,118.44350175,129.31659994,34.621664754817516,-10.133235693343579,120.96623261636253,118.44350175,15.788860119142782,150.02122198828556,86.86578151171443,-190108700.0,-25.495329920654097,54.097930451288676,383.77682020616726,8.183571571428569,95.99,103.99,92.0,103.91,38543300.0,103.91
2020-03-17,90.89,97.44,87.5,93.76,35239800.0,2020,3,17,95.39600060000001,102.92800050000001,115.98850124999998,128.26200002000002,31.330048157441254,-10.895850926563057,119.52661903948024,115.98850124999998,16.478571277803287,148.94564380560655,83.03135869439342,-228698400.0,-30.0494928109122,50.45172361612503,400.96870935475295,9.092142999999998,85.2,93.98,84.55,88.36,38589700.0,88.36
2020-03-18,87.67,90.79,80.36,83.89,41525600.0,2020,3,18,94.0080006,100.6080005,113.89450125,127.37040001999999,34.56627776377832,-10.938403021802657,118.52800344602792,113.89450125,16.510843423410584,146.91618809682117,80.87281440317884,-193458600.0,-23.420543727953852,49.36821689656286,403.07819305048946,9.610000142857144,90.89,97.44,87.5,93.76,35239800.0,93.76
2020-03-19,81.56,88.11,76.91,85.3,32175100.0,2020,3,19,91.5940006,97.0120005,111.21450075,126.28360002,33.13534826144789,-11.634437819818856,117.01520202492398,111.21450075,16.82639697646959,144.86729470293918,77.56170679706082,-234984200.0,-24.42496459432027,48.05049020967054,402.35077512548924,10.18571442857143,87.67,90.79,80.36,83.89,41525600.0,83.89
2020-03-20,86.3,89.46,82.48,83.5,30150800.0,2020,3,20,91.044,94.14500050000001,108.60500025000002,125.27200002,35.63904086729043,-11.934699410061526,115.97708306231868,108.60500025000002,16.58216253843437,141.76932532686877,75.44067517313127,-202809100.0,-20.93872739763281,43.648769127455125,394.445346673929,10.36357157142857,81.56,88.11,76.91,85.3,32175100.0,85.3
2020-03-23,82.68,83.75,78.089996,79.029999,32536600.0,2020,3,23,86.962,91.6870003,105.98950024999999,124.20320002,31.66119901569742,-12.17752886782931,115.01055465228569,105.98950024999999,16.18596922569062,138.36143870138125,73.61756179861875,-232959900.0,-22.15936499262691,46.29182412843294,394.0967279038709,10.35357157142857,86.3,89.46,82.48,83.5,30150800.0,83.5
2020-03-24,84.9,90.099998,82.9,88.43,34363200.0,2020,3,24,85.0959998,90.2460002,103.33300019999999,123.035,31.688711580994095,-12.585585886105136,113.8909862859774,103.33300019999999,16.023841112371606,135.3806824247432,71.28531797525677,-265496500.0,-27.24113854449736,48.44336420667005,400.13662245682076,10.278571857142854,82.68,83.75,78.089996,79.029999,32536600.0,79.029999
2020-03-25,89.24,95.15,84.54,91.73,38111700.0,2020,3,25,84.0299998,89.01900020000001,101.4415002,122.08219986,35.72856052792734,-12.012005568388432,113.08088973416876,101.4415002,15.395492925610752,132.23248605122149,70.65051434877849,-231133300.0,-20.129783913239773,48.82258868000444,393.8202189109793,10.67714321428571,84.9,90.099998,82.9,88.43,34363200.0,88.43
2020-03-26,94.080002,98.57,93.54,98.12,29826300.0,2020,3,26,85.5979998,88.5960002,99.69600019999999,121.17279986000001,39.65581356858842,-11.162482463984873,112.35314159176941,99.69600019999999,14.330343744714877,128.35668768942975,71.03531271057022,-193021600.0,-13.924878486949405,47.44143804994644,378.331723009843,10.915714642857141,89.24,95.15,84.54,91.73,38111700.0,91.73
2020-03-27,93.19,94.84,90.55,91.13,30041500.0,2020,3,27,88.1619998,89.60299990000001,98.5335002,120.35919986,45.38888787757201,-9.85995031707057,111.9833356152659,98.5335002,13.391886132030393,125.31727246406079,71.74972793593922,-163195300.0,-7.796430126780837,49.061113409049014,355.62285184974866,10.765000142857142,94.080002,98.57,93.54,98.12,29826300.0,98.12
2020-03-30,90.65,94.089996,89.3,93.5,21656900.0,2020,3,30,89.6879998,88.3249999,97.2845002,119.44739986,48.849028354719614,-9.284690654193895,111.45153134641566,97.2845002,12.818958245061747,122.9224166901235,71.6465837098765,-193236800.0,-3.0656424581005592,45.32821787709501,320.4698463032027,10.228571428571428,93.19,94.84,90.55,91.13,30041500.0,91.13
2020-03-31,92.050003,94.17,89.34,90.029999,23379300.0,2020,3,31,92.582,88.8389999,95.88350019999999,118.57239986,46.22878676843858,-8.539120369556102,111.1274599499947,95.88350019999999,11.493465169601695,118.87043053920337,72.8965698607966,-171579900.0,-5.130220624480077,46.07920787953505,290.79712236178506,10.010713999999998,90.65,94.089996,89.3,93.5,21656900.0,93.5
2020-04-01,85.099998,86.56,83.25,84.36,28029600.0,2020,4,1,92.90199980000001,88.46599979999999,94.53700015000001,117.60899984,46.85210681129973,-8.134481390201074,110.72416540445406,94.53700015000001,10.421835567383726,115.38067128476746,73.69332901523256,-194959200.0,-4.235398090769952,46.524533502111495,256.89634363994276,9.916428285714286,92.050003,94.17,89.34,90.029999,23379300.0,90.029999
2020-04-02,83.51,87.91,82.96,87.51,24018000.0,2020,4,2,91.4279998,88.5129998,92.76250015,116.55939984000001,47.99347306137545,-8.177063518738294,110.13348747883825,92.76250015,8.776538224527066,110.31557659905413,75.20942370094586,-222988800.0,-7.70541630382367,46.26954902087687,231.8496103177361,9.640713928571428,85.099998,86.56,83.25,84.36,28029600.0,84.36
2020-04-03,86.0,87.48,82.77,84.050003,21199400.0,2020,4,3,89.30599980000001,88.7339998,91.43950014999999,115.57600004,39.65169132630764,-7.865957624928555,109.70734224849949,91.43950014999999,7.277756192901885,105.99501253580375,76.88398776419622,-198970800.0,-12.969834053393031,46.02355938092535,224.721358902408,8.855714142857142,83.51,87.91,82.96,87.51,24018000.0,87.51
2020-04-06,88.99,90.99,87.7,89.46,26820800.0,2020,4,6,87.8900004,88.7890001,90.2380002,114.5262003,46.79076912570021,-7.808584304992976,109.28774246065633,90.2380002,6.304448273268816,102.84689674653764,77.62910365346237,-220170200.0,-5.943672383754066,45.53768188620491,205.8251039516345,7.811428428571429,86.0,87.48,82.77,84.050003,21199400.0,84.050003
2020-04-07,94.45,94.5,90.38,90.64,22563800.0,2020,4,7,87.0820004,89.83200020000001,90.0390002,113.6524005,46.798689505580064,-7.2430802702287025,108.88581194363293,90.0390002,6.260720297252343,102.56044079450469,77.51755960549532,-193349400.0,-6.0643101760206015,48.6837254928416,194.9634346115373,7.5971424999999995,88.99,90.99,87.7,89.46,26820800.0,89.46
2020-04-08,92.099998,94.86,90.55,94.3,22903300.0,2020,4,8,87.2040006,90.0530002,89.5360002,112.82460052,55.772191261993584,-6.623348274100238,108.57987104132432,89.5360002,5.741721079735602,101.01944235947121,78.0525580405288,-170785600.0,3.7857144788629773,48.285724912537034,179.15571668769326,6.9999996428571425,94.45,94.5,90.38,90.64,22563800.0,90.64
2020-04-09,96.92,104.39,96.89,102.76,42055900.0,2020,4,9,89.1920006,90.31000019999999,89.4530002,112.02200072,57.41106768188852,-5.770357698511276,108.34089467646967,89.4530002,5.655318869767057,100.76363793953412,78.14236246046589,-147882300.0,7.4086273410507815,48.3371862768734,164.08567109957437,6.507856785714286,92.099998,94.86,90.55,94.3,22903300.0,94.3
2020-04-13,103.11,103.11,97.3,98.19,26911900.0,2020,4,13,92.2420006,90.7740002,90.18850005,111.39260071999999,64.29207564808996,-4.361429382041166,108.17450800459576,90.18850005,6.374119715500507,102.93673948100101,77.44026061899899,-105826400.0,15.845893432705028,47.55891570573744,147.39773875346827,6.729999642857144,96.92,104.39,96.89,102.76,42055900.0,102.76
